id;code_dep_code_com;no_voie;b_t_q;type_voie;voie;surface_carrez;surface_reelle;nb_pieces;type_local
28866;77 - 288;19;B;RUE;DE LA ROCHETTE;40,58;40;2;Appartement
28867;77 - 390;7;;RUE;DE L'EGALITE;61,5;61;3;Appartement
28868;77 - 514;29;;RUE;DE LA MARNE;37;38;2;Appartement
28869;78 - 15;23;;CHE;DES MAROTTES;57,57;58;3;Appartement
28870;78 - 90;19;;RUE;LAGUILLERMIE;115,3;100;5;Maison
28871;78 - 126;102;;;RES ELYSEE 2;18,43;21;1;Appartement
28872;78 - 160;12;;PL;DES HALLES;76,4;90;4;Appartement
28873;78 - 165;3;;RUE;TRISTAN BERNARD;64,17;63;4;Appartement
28874;78 - 165;3;;RUE;DES PINSONS;30,13;30;1;Appartement
28875;78 - 172;53;;RUE;DESIRE CLEMENT;57,78;57;3;Appartement
28876;78 - 208;24;;VC;LES NOUVEAUX HORIZONS;67,5;68;3;Appartement
28877;78 - 208;25;;VC;LES NOUVEAUX HORIZONS;46,72;46;2;Appartement
28878;78 - 224;12;;RTE;DE SAINT NOM;113,84;115;5;Appartement
28879;78 - 297;1;;RUE;DU QUATORZE JUILLET;63,65;64;3;Appartement
28880;78 - 358;24;;RUE;MASSON;15,21;14;1;Appartement
28881;78 - 358;28;;RUE;DES COTES;38,81;39;1;Appartement
28882;78 - 361;3;;RUE;DE LA BRASSERIE ST ROCH;56,8;57;3;Appartement
28883;78 - 466;1;;RUE;DE MORAINVILLIERS;135,03;136;5;Maison
28884;78 - 498;96;;RUE;DE VILLIERS;64,52;71;3;Appartement
28885;78 - 522;1;;RUE;DES CARDINAUX DE ROHAN;28,51;22;1;Appartement
28886;78 - 551;11;;RUE;D OURCHES;30,85;31;1;Appartement
28887;78 - 575;21;;RUE;CHESNEAU;20,7;15;1;Appartement
28888;78 - 586;4;;RUE;EDISON;53,36;53;3;Appartement
28889;78 - 621;6;;SQ;GEORGE SAND;98,53;100;5;Appartement
28890;78 - 646;46;;RUE;DE LA PAROISSE;4,38;92;4;Appartement
28891;79 - 191;30;;RUE;BASSE;73,17;68;3;Appartement
28892;80 - 16;40;;RUE;DES ILLIEUX;57,99;57;3;Appartement
28893;83 - 9;271;;BD;DES GRAVIERS;24,54;24;2;Appartement
28894;83 - 19;111;;BD;DE LA PLAGE;28,11;28;1;Appartement
28895;83 - 42;35;;RUE;DE LA RESISTANCE;55,14;52;3;Appartement
28896;83 - 62;64;;AV;DU HUIT MAI 1945;80,1;74;4;Appartement
28897;83 - 70;3;;AV;VINCENT AURIOL;53,1;32;2;Appartement
28898;83 - 70;75;;RUE;DU CANNIER;45,25;45;2;Appartement
28899;83 - 98;335;;RUE;HECTOR BERLIOZ;54,31;54;3;Appartement
28900;83 - 123;237;;RTE;DE LA GARE;30,12;32;1;Appartement
28901;83 - 126;37;;RUE;DU LOT LES SAGNARELLES IV;83,4;83;4;Appartement
28902;83 - 126;453;;AV;NOEL VERLAQUE;24,42;24;2;Appartement
28903;83 - 126;58;;AV;AMBROISE THOMAS;39,7;38;2;Appartement
28904;83 - 129;389;;CHE;DE LOMBARD;50,93;51;2;Appartement
28905;83 - 129;500;;AV;JOSEPH RAYNAUD;67,55;67;4;Appartement
28906;83 - 129;199;;RUE;CURET BAS;49,78;49;2;Appartement
28907;83 - 137;17;;RUE;D ALGER;45,37;51;2;Appartement
28908;84 - 7;66;;RUE;BONNETERIE;138,5;138;4;Appartement
28909;84 - 35;63;;AV;PROSPER MERIMEE;47,55;47;2;Appartement
28910;84 - 132;21;;LOT;POUVAREL 2;69,4;69;3;Maison
28911;85 - 194;36;;RUE;DE LA CITE DES PINS;25,23;25;2;Appartement
28912;85 - 194;4;;RUE;DU VILLEBREQUIN;41,32;42;3;Appartement
28913;85 - 226;9001;;RES;L ACAPULCO;35,07;35;2;Appartement
28914;87 - 50;12;;RUE;DES EMAILLEURS;45,2;45;2;Appartement
28915;88 - 383;74;;BD;THIERS;44,31;44;2;Appartement
28916;89 - 24;83;;RUE;DE PARIS;54,26;53;2;Appartement
28917;91 - 174;2;;RUE;CHARLES DREZET;23,81;23;1;Appartement
28918;91 - 191;27;;RUE;BOILEAU;66,35;67;4;Appartement
28919;91 - 191;3;;AV;JEAN JAURES;37,68;37;1;Appartement
28920;91 - 200;17;;RUE;HAUTE FOULERIE;63,7;66;2;Appartement
28921;91 - 215;11;;AV;DU MARECHAL NEY;79;79;4;Appartement
28922;91 - 223;2;;RUE;DE LA PIROUETTE;39,11;42;2;Appartement
28923;91 - 226;1;B;RUE;PASTEUR;87,33;85;3;Maison
28924;91 - 228;38;;RUE;ALPHONSE DAUDET;64,89;62;3;Appartement
28925;91 - 386;23;;RUE;DU PETIT MENNECY;30,2;30;1;Appartement
28926;91 - 477;35;;RUE;JACQUES DUCLOS;50;51;2;Appartement
28927;91 - 549;9;;AV;DU CANAL;47,01;47;2;Appartement
28928;91 - 549;5;;RUE;LUCIE AUBRAC;77,29;77;5;Appartement
28929;91 - 549;2;;RUE;JANVIER;27,4;27;1;Appartement
28930;91 - 570;24;;RUE;DES SABLONS;75,98;70;4;Maison
28931;91 - 587;5;;ALL;DU SAUT DU LOUP;50;50;2;Appartement
28932;92 - 24;40;;RUE;MEDERIC;34,4;59;2;Appartement
28933;92 - 26;59;;AV;GAMBETTA;42,79;41;3;Appartement
28934;92 - 40;99;;AV;DE VERDUN;16,86;18;1;Appartement
28935;92 - 44;59;;RUE;VOLTAIRE;76,1;72;4;Appartement
28936;92 - 44;12;;RUE;RASPAIL;44,59;42;2;Appartement
28937;92 - 44;63;;RUE;LOUISE MICHEL;13,9;13;1;Appartement
28938;92 - 46;172;;AV;PIERRE BROSSOLETTE;52,61;53;3;Appartement
28939;92 - 51;63;;AV;DU ROULE;53,04;47;3;Appartement
28940;92 - 73;147;;BD;HENRI SELLIER;48,35;50;2;Appartement
28941;92 - 75;14;;RUE;EUGENE BAUDOUIN;29,5;35;2;Appartement
28942;93 - 1;3;;RUE;GASTON CARRE;16,51;19;1;Appartement
28943;93 - 1;3;;IMP;BORDIER;29,79;31;2;Appartement
28944;93 - 7;164;;AV;DE LA REPUBLIQUE;63,87;63;3;Appartement
28945;93 - 50;155;;AV;DU MARECHAL LECLERC;66,66;66;3;Appartement
28946;93 - 50;3;B;RUE;PASTEUR;40,03;39;2;Appartement
28947;93 - 51;170;B;AV;EMILE COSSONNEAU;60,63;60;3;Appartement
28948;93 - 64;1;;RUE;LUCIEN PIRON;96,17;97;5;Appartement
28949;93 - 64;3;;RUE;ROGER RAMEAU;30,2;30;1;Appartement
28950;93 - 66;131;;RUE;GABRIEL PERI;28,7;23;2;Appartement
28951;93 - 71;40;;AV;LIEGEARD;45,09;46;3;Appartement
28952;93 - 77;180;;GR;GRANDE RUE;85,4;89;4;Appartement
28953;94 - 2;52;B;RUE;ETIENNE DOLET;56,91;57;3;Appartement
28954;94 - 17;10;;AV;BOILEAU;68,8;67;3;Appartement
28955;94 - 17;9;;AV;DU GENERAL DE GAULLE;33,32;35;2;Appartement
28956;94 - 18;82;;RUE;DE PARIS;47,37;47;3;Appartement
28957;94 - 22;55;;AV;D ALFORTVILLE;64,09;65;4;Appartement
28958;94 - 28;3;;RUE;CLAUDE MONET;50,3;50;2;Appartement
28959;94 - 28;4;;RUE;DE BRETAGNE;54,29;54;2;Appartement
28960;94 - 33;120;;AV;DU MARECHAL JOFFRE;69,09;69;3;Appartement
28961;94 - 41;29;;RUE;PASTEUR;50,14;50;3;Appartement
28962;94 - 43;14;;RUE;DANTON;52,44;57;3;Appartement
28963;94 - 52;2;;RUE;DE LA MUETTE;31,61;32;1;Appartement
28964;94 - 60;3;;RUE;SEBASTOPOL;29,68;29;1;Appartement
28965;94 - 68;69;;AV;DU MESNIL;47,46;50;2;Appartement
28966;94 - 69;30;;RUE;ADRIEN DAMALIX;30,93;28;2;Appartement
28967;94 - 73;1;;ALL;DE NORMANDIE;47,02;48;2;Appartement
28968;94 - 76;30;;RUE;DU DR PAUL LAURENS;79,58;75;3;Maison
28969;94 - 81;172;;RUE;GABRIEL PERI;54,18;63;3;Appartement
28970;94 - 81;1;;RUE;FELIX FAURE;41,37;34;2;Appartement
28971;95 - 14;3;;RUE;DE LA SABLIERE;59,79;58;4;Appartement
28972;95 - 205;8;;RUE;DES ROSES;85,64;84;4;Appartement
28973;95 - 288;3;;PL;SCHEMMERHOFEN;79;78;4;Appartement
28974;95 - 306;5;;MAIL;JEAN BAPTISTE POQUELIN;60,25;60;3;Appartement
28975;95 - 313;5;;GR;GRANDE RUE;94;91;4;Appartement
28976;95 - 323;28;;AV;CAMILLE SAINT SAENS;66,39;65;3;Appartement
28977;95 - 351;9;;RUE;CHARLES PEGUY;62,43;64;3;Appartement
28978;95 - 427;2;B;RUE;MAURICE BERTEAUX;47,64;47;2;Appartement
28979;95 - 491;8;;RUE;VICTOR HUGO;53;53;3;Appartement
28980;95 - 500;51;;RUE;DE LA COUTELLERIE;26,38;26;1;Appartement
28981;95 - 500;85;;RUE;SAINT JEAN;43,05;41;2;Appartement
28982;95 - 539;58;;BD;DE LA GARE;58,45;57;3;Appartement
28983;95 - 572;6;;RUE;DU PONT VERT;38,79;38;2;Appartement
28984;972 - 209;5521;;;QUARTIER MORNE A L EAU;54,19;56;2;Appartement
28985;02 - 168;1;;RES;RENOIR;78,24;75;4;Appartement
28986;02 - 722;7;;RUE;DE PANLEU;29,21;30;1;Appartement
28987;02 - 722;2;B;BD;EDOUARD BRANLY;73,65;73;3;Appartement
28988;04 - 112;53;;BD;ELEMIR BOURGES;75,3;75;3;Appartement
28989;04 - 242;16;;LOT;LES LOUVES;130,2;114;5;Appartement
28990;05 - 40;5830;;;BOIS DE LA BLACHE;86,49;70;3;Maison
28991;06 - 4;831;;RTE;DE NICE;20,82;21;1;Appartement
28992;06 - 12;9;;AV;DU GENERAL DE GAULLE;42,13;42;2;Appartement
28993;06 - 30;48;;BD;SADI CARNOT;81,4;81;3;Appartement
28994;06 - 83;66;;AV;DES ALLIES;51,6;50;2;Appartement
28995;06 - 88;6;;RUE;FRANCOIS CARLO;28,89;30;1;Appartement
28996;06 - 88;7;;CHE;DES CRETES;35,5;40;1;Appartement
28997;06 - 88;37;;RUE;PASTORELLI;47,35;40;2;Appartement
28998;06 - 88;9;;RUE;DIDEROT;27,03;34;1;Appartement
28999;06 - 88;71;;AV;DE PESSICART;46,48;46;2;Appartement
29000;06 - 88;8;B;AV;GLORIA;58,1;36;1;Appartement
29001;06 - 88;52;;AV;DE LA CALIFORNIE;23,32;22;1;Appartement
29002;06 - 88;21;;AV;DE FABRON;75,41;76;3;Appartement
29003;06 - 88;209;;AV;DE FABRON;82,52;82;3;Appartement
29004;06 - 123;120;;AV;FRANCE D OUTRE MER;29,43;30;1;Appartement
29005;06 - 155;3;;IMP;ALLEGRE;17,67;19;1;Appartement
29006;08 - 105;2;;RUE;EMILE ZOLA;113,9;104;4;Appartement
29007;10 - 387;6;B;RUE;BEGAND;64,07;41;2;Appartement
29008;11 - 69;5;;RUE;AUGER GAILLARD;34,5;34;2;Appartement
29009;11 - 170;2;;RES;PORT SOLEIL;25,27;25;2;Appartement
29010;13 - 211;30;;TSSE;CAVAILLON;85,55;91;3;Appartement
29011;19 - 31;42;;AV;MAL FOCH;55,36;47;2;Appartement
29012;22 - 278;5;;RUE;DE LA VILLE ERNAULT;107,55;102;5;Appartement
29013;22 - 278;12;;RUE;VOLTAIRE;78,39;83;4;Appartement
29014;25 - 495;5;;RUE;NATIONALE;35,12;32;2;Appartement
29015;26 - 198;;;;REDONDON;80,52;80;4;Maison
29016;26 - 362;40;;RUE;DES FRERES MONTGOLFIER;59,45;64;3;Appartement
29017;26 - 362;11;;RUE;RABELAIS;105,5;105;3;Appartement
29018;27 - 229;17;;RUE;DU MOULIN VIEUX;54,79;56;2;Appartement
29019;27 - 681;24;;RTE;DE MAGNY;63,08;63;2;Appartement
29020;2A - 4;10;;RUE;MARECHAL ORNANO;98,93;99;4;Appartement
29021;2A - 8;5093;;;PIETRA VARGHIA;55,09;55;4;Appartement
29022;2A - 130;;;;FORCOLI;56,64;42;2;Appartement
29023;2A - 269;120;A;;SOLENZARA;54,45;52;2;Appartement
29024;2A - 271;5416;;RES;LES TERRASSES DU PARC J;71,41;73;3;Appartement
29025;30 - 7;28;;RUE;D AVEJAN;175,18;175;4;Appartement
29026;30 - 10;5;;PL;DU 8 MAI 1945;62,01;62;3;Appartement
29027;30 - 133;6;B;RUE;ALSACE LORRAINE;80,79;80;3;Appartement
29028;30 - 189;177;;RUE;EMILE VIDAL;57,19;58;3;Appartement
29029;30 - 189;3;;PL;HUBERT ROUGER;64,48;44;2;Appartement
29030;31 - 282;124;;CHE;CASTOR;96,68;90;5;Maison
29031;31 - 446;2;;ALL;ANITA CONTI;66,37;65;3;Appartement
29032;31 - 555;7;;CHE;DU PRAT LONG;62,1;62;3;Appartement
29033;31 - 555;49;;CHE;DE LA GARONNE;74;74;4;Appartement
29034;31 - 555;75;;RUE;ERNEST RENAN;32,59;34;2;Appartement
29035;31 - 555;89;;AV;DE FRONTON;72,63;91;2;Appartement
29036;31 - 555;31;;RUE;DE GIRONIS;26,04;26;1;Appartement
29037;33 - 9;24;;BD;DE L OCEAN;38,7;33;1;Appartement
29038;33 - 9;64;;CRS;HERICART DE THURY;29,43;29;1;Appartement
29039;33 - 63;43;;RUE;DU SERPORAT;18,35;26;2;Appartement
29040;33 - 63;6;;RUE;MOULINIE;39,24;40;2;Appartement
29041;33 - 63;21;;RUE;LUFLADE;92,17;100;3;Appartement
29042;33 - 192;2;;RUE;DU PROFESSEUR VILLEMIN;43,71;46;2;Appartement
29043;33 - 249;20;;AV;DU PDT SALVADOR ALLENDE;42,68;41;2;Appartement
29044;33 - 281;127;;AV;ARISTIDE BRIAND;58,89;14;1;Appartement
29045;33 - 318;11;;ALL;DES TULIPES;64,33;64;2;Appartement
29046;33 - 366;55;;RTE;DE BOURG;73,58;73;4;Appartement
29047;33 - 449;105;;AV;MONTESQUIEU;72,96;125;3;Maison
29048;33 - 514;9;A;CHE;DE LA NEVE;74,37;77;3;Maison
29049;34 - 3;223;;RTE;DE ROCHELONGUE;26,7;26;1;Appartement
29050;34 - 79;94;;RUE;FRANCOISE GIROUD;29,65;30;2;Appartement
29051;34 - 145;52;;RUE;DES PIVOINES;41,71;42;2;Appartement
29052;34 - 150;11;;CHE;DE LA BELLE BOUCHE;38,99;36;2;Appartement
29053;37 - 261;30;;RUE;ETIENNE MARCEL;75,7;83;2;Appartement
29054;38 - 2;5257;;;COMMUNAL DE L ENVERS PRAPO;32,39;33;2;Appartement
29055;38 - 6;1;;IMP;ROSSIGNOL;48,25;46;1;Appartement
29056;38 - 185;7;;CRS;JEAN JAURES;105,5;110;4;Appartement
29057;38 - 185;96;;CRS;LIBERATION - GEN DE GAULLE;103,4;103;5;Appartement
29058;38 - 565;374;;AV;HONORE DE BALZAC;85;85;4;Appartement
29059;39 - 198;12;;RUE;BAUZONNET;48,06;43;3;Appartement
29060;40 - 281;141;;RUE;MARIE CURIE;43,79;44;2;Appartement
29061;42 - 218;12;;RUE;BROSSARD;64,15;64;2;Appartement
29062;42 - 218;11;;RUE;AMPERE;64,42;65;3;Appartement
29063;42 - 218;57;;RUE;MONTAGNY;110,84;111;4;Appartement
29064;42 - 218;56;;RUE;HENRI DECHAUD;107,81;109;5;Appartement
29065;44 - 36;10;;RUE;PASTEUR;37,5;40;2;Appartement
29066;44 - 55;59;;BD;DE L OCEAN;76,02;77;3;Appartement
29067;44 - 109;5;;RUE;NICOLAS APPERT;79,02;80;4;Appartement
29068;44 - 131;31;;RUE;DU MARECHAL FOCH PORNIC;44,17;47;4;Appartement
29069;44 - 132;26;;AV;CHARLOTTE;27,9;31;0;Appartement
29070;44 - 143;1;;ALL;FRANCIS CARCO;66,81;62;3;Appartement
29071;44 - 162;24;;RUE;SATURNE;80,56;82;4;Maison
29072;45 - 208;4;;ALL;DE LA RES TOURELLES;61,64;62;3;Appartement
29073;45 - 234;2;;RUE;ST PAUL;29,17;29;1;Appartement
29074;50 - 147;11;;BD;D ALSACE LORRAINE;64,67;60;2;Appartement
29075;50 - 484;4;;RUE;DU CHATEAU - ST-H-DU-H;46,5;47;1;Appartement
29076;51 - 108;11;;RUE;DU CAMP D ATTILA;100,53;101;4;Appartement
29077;51 - 454;13;;RUE;DESBUREAUX;86,55;103;5;Appartement
29078;51 - 454;33;;RUE;DES ROMAINS;42,4;41;2;Appartement
29079;54 - 395;17;B;RUE;DE MON DESERT;49,97;53;3;Appartement
29080;54 - 395;4;;RUE;EDMONDE CHARLES ROUX;65,91;66;3;Appartement
29081;54 - 482;20;;RUE;GAMBETTA;36,73;36;2;Appartement
29082;54 - 578;6;;RUE;JEAN GIRAUDOUX;24,83;22;1;Appartement
29083;56 - 78;1032;;RES;LES GWENANS;39,9;42;3;Maison
29084;56 - 107;18;;RUE;DE KERDERFF;51,49;52;3;Appartement
29085;56 - 121;29;;RUE;DE CLISSON;48,95;48;2;Appartement
29086;56 - 186;120;;RUE;DU PORT DE PECHE;12,14;20;2;Appartement
29087;59 - 278;2;B;PL;GEORGES DEMELEMESTER;70,97;90;4;Appartement
29088;59 - 278;20;;RUE;PIERRE ROMMES;60,9;60;3;Appartement
29089;59 - 279;14;;RUE;DE LILLE;71,94;74;3;Appartement
29090;59 - 350;9001;;RES;LA HOUBLONNIERE;81,92;81;4;Appartement
29091;59 - 350;61;;RUE;DE L EPINETTE;66,9;63;4;Appartement
29092;59 - 350;99;;RUE;LEON GAMBETTA;30,92;42;1;Appartement
29093;59 - 378;127;D;RUE;DE L ABBE BONPAIN;64,15;63;3;Appartement
29094;59 - 410;28;;AV;ROBERT SCHUMAN;86,55;88;4;Appartement
29095;59 - 512;9001;;RES;GIVERNY BRD DE DOUAI;95,2;98;4;Appartement
29096;60 - 159;3;;RUE;GEORGES FOREST;28,3;27;1;Appartement
29097;60 - 175;5;;RUE;BENJAMIN RASPAIL;24,14;24;1;Appartement
29098;60 - 176;2001;;RES;STE AGATHE;46,64;45;2;Appartement
29099;60 - 463;21;;RUE;DU GEN DE GAULLE;26,85;20;1;Appartement
29100;60 - 463;19;;RES;DU DR ROUX (LES MELEZES);101,76;72;3;Appartement
29101;60 - 494;7;;RUE;DR LAPORTE;29,81;35;1;Appartement
29102;60 - 589;1;;RUE;LEON BOUFFLET;46,3;48;2;Appartement
29103;62 - 41;36;;RUE;J B DELAPORTE;19,23;19;1;Appartement
29104;62 - 604;320;;AV;WINSTON CHURCHILL;34,26;35;1;Appartement
29105;63 - 300;2;;RUE;DE LA HARPE;53,24;58;3;Appartement
29106;64 - 348;129;;AV;DU TONKIN;76,24;77;4;Appartement
29107;64 - 430;29;;RUE;DU GENERAL FOY;33,56;37;1;Appartement
29108;64 - 445;84;;RUE;DU QUATORZE JUILLET;42,22;50;2;Appartement
29109;64 - 445;317;;BD;DE LA PAIX;99,53;96;5;Appartement
29110;69 - 9;30;;RUE;DU TROIS SEPTEMBRE 1944;49,49;52;2;Appartement
29111;69 - 72;14;;CHE;DE GARGANTUA;107,95;112;5;Appartement
29112;69 - 88;9;;ALL;DE LA CHARDONNIERE;71,84;71;3;Appartement
29113;69 - 96;18;;RTE;DEPARTEMENTALE 386;43,17;42;2;Appartement
29114;69 - 142;11;;PL;GEN LECLERC;67,38;67;4;Appartement
29115;69 - 163;37;;RUE;DU 8 MAI 1945;81,53;81;5;Appartement
29116;69 - 259;100;;AV;FRANCIS DE PRESSENSE;40,94;40;2;Appartement
29117;69 - 290;3;;RUE;HENRI VERNEUIL;40,31;40;2;Appartement
29118;69 - 381;2;;RUE;DE THOU;45,13;46;2;Appartement
29119;69 - 382;8;;RUE;DES MARRONNIERS;32,37;33;2;Appartement
29120;69 - 383;161;;CRS;ALBERT THOMAS;25,05;24;1;Appartement
29121;69 - 384;10;;RUE;BOURNES;68,08;68;3;Appartement
29122;69 - 387;4;;RUE;PROFESSEUR GRIGNARD;46;49;1;Appartement
29123;69 - 387;20;;RUE;CHATEAUBRIAND;49,92;49;2;Appartement
29124;69 - 388;10;;RUE;SAINT FIRMIN;79,56;76;5;Appartement
29125;69 - 388;5;;RUE;PROF MARCEL DARGENT;63,33;65;3;Appartement
29126;69 - 389;122;;RUE;DU CHATEAU DE LA DUCHERE;59,27;53;3;Appartement
29127;69 - 389;21;;RUE;DE LA FRATERNELLE;19,79;19;1;Appartement
29128;71 - 76;3;;RUE;ROGER LAGRANGE;26,79;27;1;Appartement
29129;71 - 76;58;;;GRANDE RUE;33,89;34;2;Appartement
29130;71 - 76;166;;AV;BOUCICAUT;79,67;84;3;Appartement
29131;72 - 181;22;;RUE;MARCEL PROUST;90,82;94;4;Appartement
29132;74 - 276;894;;RTE;DE CHEVALY;28,01;30;1;Appartement
29133;74 - 276;1287;;RTE;DE CHEVALY;27,33;28;2;Appartement
29134;75 - 102;14;;RUE;SAINTE FOY;17,2;22;1;Appartement
29135;75 - 102;216;;RUE;SAINT DENIS;47,07;47;2;Appartement
29136;75 - 103;53;;RUE;AU MAIRE;11,46;12;1;Appartement
29137;75 - 103;4;;RUE;COMMINES;42,94;46;2;Appartement
29138;75 - 104;10;;RUE;SIMON LE FRANC;28,66;32;1;Appartement
29139;75 - 104;48;;RUE;DE RIVOLI;146;130;4;Appartement
29140;75 - 106;11;;RUE;DU CHERCHE MIDI;65;120;5;Appartement
29141;75 - 108;14;;RUE;LINCOLN;14,21;11;1;Appartement
29142;75 - 108;4;;RUE;DE MOSCOU;69,64;63;4;Appartement
29143;75 - 109;6;;RUE;DE PARME;18,42;19;1;Appartement
29144;75 - 109;24;;RUE;TURGOT;5,72;9;1;Appartement
29145;75 - 111;72;;RUE;DE LA FOLIE MERICOURT;71,95;71;3;Appartement
29146;75 - 111;10;;PAS;BESLAY;41,11;35;3;Appartement
29147;75 - 111;98;;RUE;DU CHEMIN VERT;20,16;22;1;Appartement
29148;75 - 111;52;;RUE;BASFROI;32,36;32;2;Appartement
29149;75 - 111;46;;RUE;SEDAINE;38,02;36;2;Appartement
29150;75 - 111;6;;RUE;CHEVREUL;65,96;66;3;Appartement
29151;75 - 112;266;;AV;DAUMESNIL;41,83;33;3;Appartement
29152;75 - 112;214;;RUE;DU FBG ST ANTOINE;38,02;8;1;Appartement
29153;75 - 112;72;;RUE;CROZATIER;60,83;61;3;Appartement
29154;75 - 112;18;;RUE;BECCARIA;37,15;35;2;Appartement
29155;75 - 115;317;;RUE;DE VAUGIRARD;43,73;42;2;Appartement
29156;75 - 115;67;;RUE;DU THEATRE;128,81;130;7;Appartement
29157;75 - 115;35;;RUE;DES BERGERS;43,16;42;2;Appartement
29158;75 - 116;3;;RUE;MOLITOR;97;95;4;Appartement
29159;75 - 116;4;;RUE;OSWALDO CRUZ;56,47;56;2;Appartement
29160;75 - 116;2;;RUE;GREUZE;322,82;250;8;Appartement
29161;75 - 116;2;;RUE;DECAMPS;190,1;192;6;Appartement
29162;75 - 116;13;;RUE;SPONTINI;75,55;79;4;Appartement
29163;75 - 116;15;B;RUE;GEORGES BIZET;28,01;26;1;Appartement
29164;75 - 117;30;;RUE;DES ACACIAS;47,95;48;2;Appartement
29165;75 - 117;6;;RUE;BROCHANT;53,71;54;2;Appartement
29166;75 - 117;18;;RUE;SAUFFROY;13,74;13;1;Appartement
29167;75 - 117;31;;RUE;NAVIER;39,15;45;3;Appartement
29168;75 - 118;43;;RUE;VAUVENARGUES;87,19;173;8;Appartement
29169;75 - 118;86;;RUE;JOSEPH DE MAISTRE;15,19;14;1;Appartement
29170;75 - 118;38;;RUE;LEPIC;14;15;1;Appartement
29171;75 - 118;4;;ALL;D ANDREZIEUX;68,42;66;3;Appartement
29172;75 - 119;12;;VLA;ALBERT ROBIDA;71,96;73;3;Appartement
29173;75 - 119;10;T;RUE;JANSSEN;41,57;49;2;Appartement
29174;75 - 120;40;;RUE;ALPHONSE PENAUD;17,02;25;1;Appartement
29175;75 - 120;42;;RUE;DE MENILMONTANT;27,19;27;1;Appartement
29176;75 - 120;78;;RUE;DES PYRENEES;59,37;75;3;Appartement
29177;76 - 351;1;;PARC;D INGOUVILLE;64,61;64;3;Appartement
29178;76 - 451;5;;PARC;DE LA BRESLE;65,32;67;4;Appartement
29179;76 - 758;16;;RUE;DE L ETANG;39,65;39;2;Appartement
29180;77 - 53;55;;RUE;DU GENERAL LECLERC;25,2;25;1;Appartement
29181;77 - 58;38;;BD;ANTOINE GIROUST;30,03;29;1;Appartement
29182;77 - 100;21;;RUE;DU 26 AOUT 1944;28,61;35;3;Appartement
29183;77 - 122;7;;ALL;NICOLAS FOUQUET;65,1;66;3;Appartement
29184;77 - 153;34;;RUE;DU GENERAL DE GAULLE;44,24;43;2;Appartement
29185;77 - 153;5;;RUE;DE LA LIBERATION;57,02;57;3;Appartement
29186;77 - 215;79;;RUE;D ALSACE;63,8;63;3;Appartement
29187;77 - 258;6;;ALL;DU HARAS;43,59;43;2;Appartement
29188;77 - 284;30;;CRS;RAOULT;43,53;43;2;Appartement
29189;77 - 284;25;;RUE;LOUIS BRAILLE;77,05;76;4;Appartement
29190;77 - 284;2;;RUE;DE LA VISITATION;25,06;25;1;Appartement
29191;77 - 288;13;;RUE;DES FOSSES;33,85;35;1;Appartement
29192;77 - 316;18;;RUE;DES PETITS CHAUMES;65,05;61;4;Maison
29193;77 - 337;17;;CRS;DU BUISSON;81,88;78;4;Appartement
29194;77 - 349;37;;RUE;GERARD DE NERVAL;45,14;46;2;Appartement
29195;77 - 373;5;;AV;DE LA REPUBLIQUE;63,03;63;3;Appartement
29196;77 - 373;8;;IMP;DES TILLEULS;90,87;83;4;Maison
29197;77 - 407;26;;AV;DE FONTAINEBLEAU;49,51;50;2;Appartement
29198;77 - 479;87;;RUE;PAUL ALGIS;39,15;95;4;Maison
29199;77 - 487;13;;CLOS;DES SABLONS;139,3;141;6;Maison
29200;78 - 15;24;;RUE;DU MAL FOCH;104,73;110;6;Appartement
29201;78 - 43;5;;RUE;DE LA CROIX BLANCHE;131,27;140;6;Maison
29202;78 - 123;1165;;BD;PELLETIER;48,57;45;2;Appartement
29203;78 - 206;7;;RUE;DU HETRE ROUGE;75,15;71;4;Maison
29204;78 - 358;11;;RUE;DE L ENTENTE CORDIALE;76,85;76;4;Appartement
29205;78 - 481;56;;AV;DU GENERAL LECLERC;28,06;28;1;Appartement
29206;78 - 551;46;;RUE;DES LOUVIERS;21,2;22;1;Appartement
29207;78 - 586;36;;RUE;PRESIDENT ROOSEVELT;44,25;65;4;Appartement
29208;78 - 586;4;;RUE;SUGER;55,14;54;2;Appartement
29209;78 - 586;39;;AV;PASTEUR;35,51;36;2;Appartement
29210;78 - 621;45;;RUE;JEAN JAURES;58,64;57;3;Appartement
29211;78 - 624;37;;RUE;DES CRENEAUX;36,61;38;2;Appartement
29212;78 - 686;30;;RUE;JEAN REY;56,09;57;3;Appartement
29213;83 - 9;154;;RUE;DE PROVENCE;43,79;44;2;Appartement
29214;83 - 9;210;;CHE;DE SAINT MARC;53,34;54;2;Appartement
29215;83 - 70;9201;;AV;DU GEN BOUVET;29,65;32;2;Appartement
29216;83 - 71;9001;;;SUPER CROISETTE MIRAMAR;36,44;40;2;Appartement
29217;83 - 112;9005;;;LES LECQUES;49,15;49;2;Appartement
29218;83 - 118;489;;AV;AURELIENNE;32,5;32;2;Appartement
29219;83 - 118;23;;PL;DE CHATEAUDUN;45;46;3;Appartement
29220;83 - 123;9;;AV;BIR HAKEIM;18,47;20;1;Appartement
29221;83 - 126;78;;RUE;DES FRERES LUMIERE;52,76;54;3;Appartement
29222;83 - 126;43;;RUE;EVENOS;24,61;42;3;Appartement
